num_measurements,best_score
10,0.6357238455866203
20,0.664408145664105
30,0.660746012061554
40,0.6443144322081578
50,0.6126511471454337
60,0.6003431383502175
70,0.6145533646673275
80,0.6166989319323932
90,0.6133532288579362
100,0.6086683892585631
150,0.6333584079663943
200,0.6602437766152884
250,0.6799405755484002
300,0.6947196410266991
350,0.7074864238076217
400,0.7124415347892111
450,0.7209949706489042
500,0.726131621076708
