num_measurements,num_modules,lda1,lda2,sparsity,gene_set_size,avg_best_score
10,30,4.0,0.1,0.027500000000000004,5000,0.43689824818653644
10,30,4.0,0.1,0.045000000000000005,5000,0.4441345841671259
10,30,4.0,0.325,0.01,500,0.4493348412271782
10,10,14.0,1.0,0.045000000000000005,5000,0.6044285966575234
10,30,4.0,0.1,0.08,1000,0.40191730857722147
10,30,4.0,0.1,0.0625,5000,0.4822737376278661
10,10,14.0,1.0,0.08,5000,0.6167356016634096
10,30,4.0,0.325,0.045000000000000005,500,0.4133519196660731
10,30,4.0,0.325,0.027500000000000004,5000,0.5151409116059562
10,30,4.0,0.325,0.027500000000000004,500,0.4371228714228207
10,30,4.0,0.1,0.08,5000,0.4655727133342671
10,30,4.0,0.325,0.0625,1000,0.49267649707017114
10,30,4.0,0.325,0.045000000000000005,1000,0.5165890461133416
10,30,4.0,0.325,0.027500000000000004,1000,0.5248041470097654
10,30,4.0,0.325,0.0625,500,0.4013105430154166
10,30,4.0,0.325,0.01,5000,0.5114700102720932
10,30,4.0,0.325,0.045000000000000005,5000,0.5320828359313847
10,30,4.0,0.325,0.01,1000,0.5405007901870136
10,30,4.0,0.325,0.08,1000,0.4815000698888012
10,30,4.0,0.325,0.0625,5000,0.5373779965964095
10,30,4.0,0.325,0.08,500,0.3883622029646762
10,30,4.0,0.55,0.01,500,0.5025977035938547
10,30,4.0,0.55,0.01,1000,0.5946085875144205
10,30,4.0,0.55,0.045000000000000005,1000,0.5427515244962933
10,30,4.0,0.55,0.027500000000000004,1000,0.5710092681134254
10,30,4.0,0.55,0.027500000000000004,500,0.47685463722518595
10,30,4.0,0.55,0.01,5000,0.5651804959371789
10,30,4.0,0.55,0.045000000000000005,500,0.47473055721303725
10,30,4.0,0.325,0.08,5000,0.5356029008399215
10,30,4.0,0.55,0.08,500,0.4563012309888257
10,30,4.0,0.55,0.045000000000000005,5000,0.572608215826717
10,30,4.0,0.55,0.027500000000000004,5000,0.5742181662437058
10,30,4.0,0.55,0.0625,500,0.44463120597662054
10,30,4.0,0.775,0.027500000000000004,500,0.49770909054397794
10,30,4.0,0.775,0.045000000000000005,500,0.46967746029630175
10,30,4.0,0.55,0.0625,1000,0.5198376611505398
10,30,4.0,0.55,0.08,1000,0.5234672409447778
10,30,4.0,0.55,0.08,5000,0.5721823360929436
10,30,4.0,0.775,0.08,500,0.4466334397524846
10,30,4.0,0.775,0.0625,500,0.47222226991370925
10,30,4.0,0.775,0.0625,1000,0.5777522731232863
10,30,4.0,0.775,0.027500000000000004,1000,0.5761445823776578
10,30,4.0,0.55,0.0625,5000,0.5744011714944681
10,30,4.0,0.775,0.01,1000,0.6095621326832007
10,30,4.0,0.775,0.08,1000,0.5603122848914899
10,30,4.0,0.775,0.01,500,0.5087787665679948
10,30,4.0,1.0,0.01,500,0.5219259459353104
10,30,4.0,0.775,0.01,5000,0.5828040259436016
10,30,4.0,0.775,0.027500000000000004,5000,0.5880650382349122
10,30,4.0,0.775,0.045000000000000005,1000,0.5721516348879285
10,30,4.0,0.775,0.0625,5000,0.5984019221632922
10,30,4.0,0.775,0.045000000000000005,5000,0.5983613493671277
10,30,4.0,1.0,0.027500000000000004,500,0.5150808334243642
10,30,4.0,1.0,0.027500000000000004,1000,0.580530533395959
10,30,4.0,0.775,0.08,5000,0.6045432934449229
10,30,4.0,1.0,0.0625,500,0.472681880385057
10,30,4.0,1.0,0.01,1000,0.6199348564569725
10,30,4.0,1.0,0.045000000000000005,1000,0.5828424587769776
10,30,4.0,1.0,0.01,5000,0.5953292943754984
10,30,4.0,1.0,0.08,500,0.48469377071573516
10,30,4.0,1.0,0.045000000000000005,500,0.5052378083502339
10,30,4.0,1.0,0.027500000000000004,5000,0.609427422853553
10,30,4.0,1.0,0.0625,1000,0.578121021746713
10,30,4.0,1.0,0.045000000000000005,5000,0.609692719670835
10,30,4.0,1.0,0.08,1000,0.5799243710386948
10,30,6.5,0.1,0.01,5000,0.43376692960868163
10,30,6.5,0.1,0.045000000000000005,5000,0.4143579240972139
10,30,4.0,1.0,0.0625,5000,0.6082772751058669
10,30,4.0,1.0,0.08,5000,0.6179329717592559
10,30,6.5,0.1,0.08,5000,0.4292952509606317
10,10,14.0,0.55,0.08,1000,0.5044271369012354
10,30,6.5,0.1,0.027500000000000004,5000,0.4323633120164826
10,30,6.5,0.1,0.0625,5000,0.4322004917677293
10,10,14.0,1.0,0.0625,500,0.4650586897324535
10,10,14.0,1.0,0.027500000000000004,500,0.45008461338261185
10,10,14.0,1.0,0.027500000000000004,1000,0.5504301655506203
10,10,14.0,1.0,0.045000000000000005,500,0.46989841830478996
10,10,14.0,1.0,0.0625,1000,0.5583321555716669
10,10,14.0,1.0,0.08,500,0.45964400489068674
10,30,9.0,0.1,0.027500000000000004,5000,0.4247691422822095
10,10,14.0,1.0,0.027500000000000004,5000,0.6017337383904151
10,30,9.0,0.1,0.01,500,0.397572133235279
10,30,9.0,0.325,0.027500000000000004,500,0.4346575511815004
10,30,9.0,0.325,0.01,500,0.44518454126658086
10,30,9.0,0.1,0.01,5000,0.422279967520793
10,30,9.0,0.1,0.045000000000000005,500,0.3794287229016759
10,30,9.0,0.1,0.08,500,0.35889559019897305
10,30,9.0,0.1,0.0625,500,0.35310583014281355
10,30,9.0,0.1,0.0625,1000,0.4005203688393082
10,30,9.0,0.1,0.045000000000000005,1000,0.43107071052846757
10,30,9.0,0.1,0.027500000000000004,1000,0.4589651974939435
10,30,9.0,0.325,0.01,1000,0.544834973198028
10,30,9.0,0.1,0.08,5000,0.42755371463070446
10,30,9.0,0.325,0.08,500,0.3800832027843109
10,30,9.0,0.1,0.027500000000000004,500,0.3940518881716849
10,30,9.0,0.325,0.045000000000000005,1000,0.4790543257514228
10,30,9.0,0.1,0.08,1000,0.39041412527784725
10,30,9.0,0.1,0.0625,5000,0.43488312265777057
10,30,9.0,0.1,0.01,1000,0.48467021623333145
10,30,9.0,0.1,0.045000000000000005,5000,0.42278666823632144
10,30,9.0,0.55,0.01,500,0.49817949981296394
10,30,9.0,0.325,0.027500000000000004,1000,0.5247762861788278
10,30,9.0,0.325,0.0625,500,0.4028979480690106
10,30,9.0,0.325,0.01,5000,0.5167540121099654
10,30,9.0,0.325,0.045000000000000005,500,0.4229209216187998
10,30,9.0,0.55,0.01,1000,0.5594126037040323
10,30,9.0,0.325,0.027500000000000004,5000,0.5227802475181825
10,30,9.0,0.55,0.027500000000000004,500,0.48980408026754585
10,30,9.0,0.325,0.045000000000000005,5000,0.5082635396148724
10,30,9.0,0.55,0.0625,500,0.4584377890428469
10,30,9.0,0.325,0.0625,1000,0.48029744493104404
10,30,9.0,0.325,0.08,1000,0.4954943724165634
10,30,9.0,0.325,0.0625,5000,0.5167972639704399
10,30,9.0,0.55,0.045000000000000005,500,0.46493649031050266
10,30,9.0,0.55,0.027500000000000004,1000,0.5511760707968263
10,30,9.0,0.325,0.08,5000,0.5524193029484231
10,30,9.0,0.55,0.045000000000000005,1000,0.5449606875478782
10,30,9.0,0.55,0.0625,1000,0.5376927993155822
10,30,9.0,0.55,0.08,500,0.44235834049830514
10,30,9.0,0.775,0.01,500,0.5103368314958591
10,30,9.0,0.55,0.08,1000,0.5146130785415858
10,30,9.0,0.55,0.01,5000,0.5621513348155145
10,30,9.0,0.55,0.027500000000000004,5000,0.5582524540709519
10,30,9.0,0.55,0.08,5000,0.5682478216240456
10,30,9.0,0.775,0.0625,500,0.4766769268801994
10,30,9.0,0.775,0.08,500,0.4515192394401306
10,30,9.0,0.775,0.027500000000000004,500,0.4994038782294071
10,30,9.0,0.55,0.045000000000000005,5000,0.5766964868543732
10,30,9.0,0.55,0.0625,5000,0.5743729997912697
10,30,9.0,0.775,0.01,1000,0.6063660700117974
10,30,9.0,0.775,0.01,5000,0.5937546388732956
10,30,9.0,0.775,0.045000000000000005,500,0.4823031265485132
10,30,9.0,1.0,0.045000000000000005,500,0.5147618482708869
10,30,9.0,0.775,0.08,1000,0.5614820202123412
10,30,9.0,1.0,0.01,500,0.5395166443226511
10,30,9.0,0.775,0.027500000000000004,1000,0.5854973150722613
10,30,9.0,0.775,0.045000000000000005,1000,0.5646891105247029
10,30,9.0,0.775,0.027500000000000004,5000,0.5903596712815885
10,30,9.0,0.775,0.045000000000000005,5000,0.6029874206499647
10,30,9.0,0.775,0.0625,1000,0.5628483357891815
10,30,9.0,0.775,0.0625,5000,0.5981591259252859
10,30,9.0,1.0,0.01,1000,0.5866530098527247
10,30,9.0,1.0,0.027500000000000004,500,0.5225203156439936
10,30,9.0,1.0,0.027500000000000004,1000,0.5775199238961304
10,30,9.0,1.0,0.01,5000,0.5898910284344787
10,30,9.0,1.0,0.045000000000000005,1000,0.5687577789997889
10,30,9.0,1.0,0.0625,500,0.5028879034790871
10,30,9.0,1.0,0.08,500,0.46858443606064676
10,30,9.0,1.0,0.045000000000000005,5000,0.6193393223058938
10,30,9.0,0.775,0.08,5000,0.6062998786325926
10,30,9.0,1.0,0.08,1000,0.561203341805538
10,30,11.5,0.1,0.08,5000,0.4649387234685937
10,30,11.5,0.1,0.0625,5000,0.4314194437429813
10,30,9.0,1.0,0.0625,1000,0.5554778840360214
10,30,11.5,0.1,0.027500000000000004,5000,0.4045523306338505
10,30,9.0,1.0,0.027500000000000004,5000,0.5999331934932002
10,30,11.5,0.1,0.045000000000000005,5000,0.43721839953583486
