repeat_id,num_cells,lda1,num_measurements,gene_set_size,lda2,sparsity,best_score
3,20000,8.0,100,1000,10.0,0.02,0.8326410757935655
4,20000,8.0,100,1000,10.0,0.02,0.8209187914296956
5,20000,8.0,100,1000,10.0,0.02,0.815900240373083
6,20000,8.0,100,1000,10.0,0.02,0.8062271701110875
7,20000,8.0,100,1000,10.0,0.02,0.8225440438423925
8,20000,8.0,100,1000,10.0,0.02,0.8295265864170285
9,20000,8.0,100,1000,10.0,0.02,0.799202631686077
10,20000,8.0,100,1000,10.0,0.02,0.8162403220031099
1,1000,20.0,100,1000,10.0,0.02,0.8891242512791746
2,1000,20.0,100,1000,10.0,0.02,0.8662883170465498
3,1000,20.0,100,1000,10.0,0.02,0.8357241118462158
4,1000,20.0,100,1000,10.0,0.02,0.8787629125750487
5,1000,20.0,100,1000,10.0,0.02,0.8666308032747713
6,1000,20.0,100,1000,10.0,0.02,0.7694547775596596
7,1000,20.0,100,1000,10.0,0.02,0.8860753521727802
8,1000,20.0,100,1000,10.0,0.02,0.8318996455714672
9,1000,20.0,100,1000,10.0,0.02,0.7396983996778125
10,1000,20.0,100,1000,10.0,0.02,0.8811470384185927
1,50000,4.0,100,1000,10.0,0.02,0.7854841488461372
2,50000,4.0,100,1000,10.0,0.02,0.78733049186891
3,50000,4.0,100,1000,10.0,0.02,0.7818943956690632
4,50000,4.0,100,1000,10.0,0.02,0.7991707388858519
5,50000,4.0,100,1000,10.0,0.02,0.7869407657053411
6,50000,4.0,100,1000,10.0,0.02,0.6833062162368007
7,50000,4.0,100,1000,10.0,0.02,0.7721204908856559
8,50000,4.0,100,1000,10.0,0.02,0.7982650768120199
9,50000,4.0,100,1000,10.0,0.02,0.7628212666360542
10,50000,4.0,100,1000,10.0,0.02,0.7900160928439455
1,10000,4.0,100,1000,10.0,0.02,0.8710334461584583
2,10000,4.0,100,1000,10.0,0.02,0.8265006053245756
3,10000,4.0,100,1000,10.0,0.02,0.860314487439423
4,10000,4.0,100,1000,10.0,0.02,0.8287779603199251
5,10000,4.0,100,1000,10.0,0.02,0.8296221184390887
6,10000,4.0,100,1000,10.0,0.02,0.8297322371284499
7,10000,4.0,100,1000,10.0,0.02,0.847511137034509
8,10000,4.0,100,1000,10.0,0.02,0.8611013617700354
9,10000,4.0,100,1000,10.0,0.02,0.8737501667298218
10,10000,4.0,100,1000,10.0,0.02,0.824993240343914
1,10000,12.0,100,1000,10.0,0.02,0.8548143627930088
2,10000,12.0,100,1000,10.0,0.02,0.8349326102121936
3,10000,12.0,100,1000,10.0,0.02,0.8696602746525103
4,10000,12.0,100,1000,10.0,0.02,0.8338336193244834
5,10000,12.0,100,1000,10.0,0.02,0.8347336945494457
6,10000,12.0,100,1000,10.0,0.02,0.8474403967083123
7,10000,12.0,100,1000,10.0,0.02,0.8632282382506692
8,10000,12.0,100,1000,10.0,0.02,0.850947998772597
9,10000,12.0,100,1000,10.0,0.02,0.8267581176108206
10,10000,12.0,100,1000,10.0,0.02,0.853765227259887
1,10000,20.0,100,1000,10.0,0.02,0.8632231463084973
2,10000,20.0,100,1000,10.0,0.02,0.8619366836520951
3,10000,20.0,100,1000,10.0,0.02,0.8710763832906051
4,10000,20.0,100,1000,10.0,0.02,0.8812351550868475
5,10000,20.0,100,1000,10.0,0.02,0.8327586277334972
6,10000,20.0,100,1000,10.0,0.02,0.8598648639838278
7,10000,20.0,100,1000,10.0,0.02,0.8461603982856464
8,10000,20.0,100,1000,10.0,0.02,0.8207045837510425
9,10000,20.0,100,1000,10.0,0.02,0.8480638531167864
10,10000,20.0,100,1000,10.0,0.02,0.8509266786669887
1,50000,2.0,100,1000,10.0,0.02,0.799265400345661
2,50000,2.0,100,1000,10.0,0.02,0.7920109561763677
3,50000,2.0,100,1000,10.0,0.02,0.7682662694026432
4,50000,2.0,100,1000,10.0,0.02,0.7956609538205363
5,50000,2.0,100,1000,10.0,0.02,0.8023483708506105
6,50000,2.0,100,1000,10.0,0.02,0.7839304957249487
7,50000,2.0,100,1000,10.0,0.02,0.7777776986050562
8,50000,2.0,100,1000,10.0,0.02,0.7976658657823116
9,50000,2.0,100,1000,10.0,0.02,0.7684725154371722
10,50000,2.0,100,1000,10.0,0.02,0.7905626183497176
1,10000,16.0,100,1000,10.0,0.02,0.8742998808482859
2,10000,16.0,100,1000,10.0,0.02,0.8265363127710231
3,10000,16.0,100,1000,10.0,0.02,0.8512892137959096
4,10000,16.0,100,1000,10.0,0.02,0.8472103753609348
5,10000,16.0,100,1000,10.0,0.02,0.8472410328299016
6,10000,16.0,100,1000,10.0,0.02,0.869381951389018
7,10000,16.0,100,1000,10.0,0.02,0.8521420154902745
8,10000,16.0,100,1000,10.0,0.02,0.8706062962585577
9,10000,16.0,100,1000,10.0,0.02,0.8470859679896559
10,10000,16.0,100,1000,10.0,0.02,0.8774026169981637
1,20000,12.0,100,1000,10.0,0.02,0.8208464286437771
2,20000,12.0,100,1000,10.0,0.02,0.8140893554078302
3,20000,12.0,100,1000,10.0,0.02,0.8165874387897719
4,20000,12.0,100,1000,10.0,0.02,0.8207516899792437
5,20000,12.0,100,1000,10.0,0.02,0.8291333977855316
6,20000,12.0,100,1000,10.0,0.02,0.7711013808211653
7,20000,12.0,100,1000,10.0,0.02,0.8134435090129882
8,20000,12.0,100,1000,10.0,0.02,0.8240381317208005
9,20000,12.0,100,1000,10.0,0.02,0.8014818344637817
10,20000,12.0,100,1000,10.0,0.02,0.8177143577478321
1,20000,16.0,100,1000,10.0,0.02,0.8125591534367984
2,20000,16.0,100,1000,10.0,0.02,0.824866196191891
3,20000,16.0,100,1000,10.0,0.02,0.8180030680305297
4,20000,16.0,100,1000,10.0,0.02,0.7387420565012759
5,20000,16.0,100,1000,10.0,0.02,0.822933194071847
6,20000,16.0,100,1000,10.0,0.02,0.8405395795000588
7,20000,16.0,100,1000,10.0,0.02,0.7651174893363002
8,20000,16.0,100,1000,10.0,0.02,0.8463296308623831
9,20000,16.0,100,1000,10.0,0.02,0.8307308730073936
10,20000,16.0,100,1000,10.0,0.02,0.8144674800571465
1,75000,2.0,100,1000,10.0,0.02,0.769723693349777
2,75000,2.0,100,1000,10.0,0.02,0.7506335122247974
3,75000,2.0,100,1000,10.0,0.02,0.7601704284817768
4,75000,2.0,100,1000,10.0,0.02,0.7736035825531515
5,75000,2.0,100,1000,10.0,0.02,0.7609819232464036
6,75000,2.0,100,1000,10.0,0.02,0.7702777785917337
7,75000,2.0,100,1000,10.0,0.02,0.7630974724540054
8,75000,2.0,100,1000,10.0,0.02,0.7627836635152363
9,75000,2.0,100,1000,10.0,0.02,0.7730459726911806
10,75000,2.0,100,1000,10.0,0.02,0.7460884124257915
1,50000,8.0,100,1000,10.0,0.02,0.7878878064524354
2,50000,8.0,100,1000,10.0,0.02,0.787423380412275
3,50000,8.0,100,1000,10.0,0.02,0.7751806790810238
4,50000,8.0,100,1000,10.0,0.02,0.7912559304258124
5,50000,8.0,100,1000,10.0,0.02,0.7965164509373013
6,50000,8.0,100,1000,10.0,0.02,0.7962463639139468
7,50000,8.0,100,1000,10.0,0.02,0.7852493316725786
8,50000,8.0,100,1000,10.0,0.02,0.7914822338069349
9,50000,8.0,100,1000,10.0,0.02,0.7872550716143962
10,50000,8.0,100,1000,10.0,0.02,0.7992238660623006
1,50000,12.0,100,1000,10.0,0.02,0.7857885511440386
2,50000,12.0,100,1000,10.0,0.02,0.7842507053163166
3,50000,12.0,100,1000,10.0,0.02,0.7863455568317971
4,50000,12.0,100,1000,10.0,0.02,0.7794279734934624
5,50000,12.0,100,1000,10.0,0.02,0.7947943367206084
6,50000,12.0,100,1000,10.0,0.02,0.7933163505165405
7,50000,12.0,100,1000,10.0,0.02,0.7381841020389376
8,50000,12.0,100,1000,10.0,0.02,0.7883137480655822
9,50000,12.0,100,1000,10.0,0.02,0.7858619661577193
10,50000,12.0,100,1000,10.0,0.02,0.7912724640009461
1,20000,20.0,100,1000,10.0,0.02,0.8206152756333627
2,20000,20.0,100,1000,10.0,0.02,0.8084346512846493
3,20000,20.0,100,1000,10.0,0.02,0.8101917377185144
4,20000,20.0,100,1000,10.0,0.02,0.8166802308844954
5,20000,20.0,100,1000,10.0,0.02,0.8257405012716793
6,20000,20.0,100,1000,10.0,0.02,0.8259530875045511
7,20000,20.0,100,1000,10.0,0.02,0.8264531230555915
8,20000,20.0,100,1000,10.0,0.02,0.8377201339983145
9,20000,20.0,100,1000,10.0,0.02,0.8349254664437888
10,20000,20.0,100,1000,10.0,0.02,0.8015612263106731
1,75000,4.0,100,1000,10.0,0.02,0.7722054006780636
2,75000,4.0,100,1000,10.0,0.02,0.7714080560221228
3,75000,4.0,100,1000,10.0,0.02,0.7576809964582857
4,75000,4.0,100,1000,10.0,0.02,0.77711545982859
5,75000,4.0,100,1000,10.0,0.02,0.7782036691865213
6,75000,4.0,100,1000,10.0,0.02,0.7665221468680236
7,75000,4.0,100,1000,10.0,0.02,0.7593703065783542
8,75000,4.0,100,1000,10.0,0.02,0.7721815880125104
9,75000,4.0,100,1000,10.0,0.02,0.7825622974583427
10,75000,4.0,100,1000,10.0,0.02,0.7558467227040516
1,50000,20.0,100,1000,10.0,0.02,0.7860343368980826
2,50000,20.0,100,1000,10.0,0.02,0.8074363381445777
3,50000,20.0,100,1000,10.0,0.02,0.7911854940335039
4,50000,20.0,100,1000,10.0,0.02,0.7809049487313836
5,50000,20.0,100,1000,10.0,0.02,0.7920545465756359
6,50000,20.0,100,1000,10.0,0.02,0.7719248367241434
7,50000,20.0,100,1000,10.0,0.02,0.7708109097978435
8,50000,20.0,100,1000,10.0,0.02,0.7878155904780472
9,50000,20.0,100,1000,10.0,0.02,0.795711314765071
10,50000,20.0,100,1000,10.0,0.02,0.7854040129047932
1,75000,8.0,100,1000,10.0,0.02,0.7648382167767845
2,75000,8.0,100,1000,10.0,0.02,0.763625427176149
3,75000,8.0,100,1000,10.0,0.02,0.7703465734002267
4,75000,8.0,100,1000,10.0,0.02,0.7693504970829781
5,75000,8.0,100,1000,10.0,0.02,0.7641046790943391
6,75000,8.0,100,1000,10.0,0.02,0.760396604626777
7,75000,8.0,100,1000,10.0,0.02,0.7685549631071045
8,75000,8.0,100,1000,10.0,0.02,0.7740690090462259
9,75000,8.0,100,1000,10.0,0.02,0.7738422403221559
10,75000,8.0,100,1000,10.0,0.02,0.7709724582108054
1,100000,2.0,100,1000,10.0,0.02,0.752376770324263
2,100000,2.0,100,1000,10.0,0.02,0.7443955013800965
3,100000,2.0,100,1000,10.0,0.02,0.7487631586516991
4,100000,2.0,100,1000,10.0,0.02,0.743850840417323
5,100000,2.0,100,1000,10.0,0.02,0.7383731081301617
6,100000,2.0,100,1000,10.0,0.02,0.7572406002099004
7,100000,2.0,100,1000,10.0,0.02,0.737897491267442
8,100000,2.0,100,1000,10.0,0.02,0.7257608251997842
9,100000,2.0,100,1000,10.0,0.02,0.7608689716925796
10,100000,2.0,100,1000,10.0,0.02,0.7485574098885653
1,100000,4.0,100,1000,10.0,0.02,0.7249722031229049
2,100000,4.0,100,1000,10.0,0.02,0.7479515825816168
3,100000,4.0,100,1000,10.0,0.02,0.7533273277711371
4,100000,4.0,100,1000,10.0,0.02,0.7357601356904656
5,100000,4.0,100,1000,10.0,0.02,0.7352763049526848
6,100000,4.0,100,1000,10.0,0.02,0.7517771755656302
7,100000,4.0,100,1000,10.0,0.02,0.7392979267539638
8,100000,4.0,100,1000,10.0,0.02,0.7348869545202767
9,100000,4.0,100,1000,10.0,0.02,0.7314575464053863
10,100000,4.0,100,1000,10.0,0.02,0.7398419326235636
1,50000,16.0,100,1000,10.0,0.02,0.7872067961790641
2,50000,16.0,100,1000,10.0,0.02,0.7814448286807496
3,50000,16.0,100,1000,10.0,0.02,0.7870286661129322
4,50000,16.0,100,1000,10.0,0.02,0.7830783640127421
5,50000,16.0,100,1000,10.0,0.02,0.7951809044178442
6,50000,16.0,100,1000,10.0,0.02,0.7872089739729685
7,50000,16.0,100,1000,10.0,0.02,0.7814679519158303
8,50000,16.0,100,1000,10.0,0.02,0.7851190528024102
9,50000,16.0,100,1000,10.0,0.02,0.8037471949252987
10,50000,16.0,100,1000,10.0,0.02,0.7911344227746068
1,75000,12.0,100,1000,10.0,0.02,0.7504516609864907
2,75000,12.0,100,1000,10.0,0.02,0.7619059881031066
3,75000,12.0,100,1000,10.0,0.02,0.7874870408361591
4,75000,12.0,100,1000,10.0,0.02,0.7715009193363223
5,75000,12.0,100,1000,10.0,0.02,0.7683207474327078
6,75000,12.0,100,1000,10.0,0.02,0.7790722060869487
7,75000,12.0,100,1000,10.0,0.02,0.771251821095017
8,75000,12.0,100,1000,10.0,0.02,0.7715645541385394
9,75000,12.0,100,1000,10.0,0.02,0.777766248846271
10,75000,12.0,100,1000,10.0,0.02,0.7588781727264969
1,100000,12.0,100,1000,10.0,0.02,0.7482034995181284
2,100000,12.0,100,1000,10.0,0.02,0.7414352005042613
3,100000,12.0,100,1000,10.0,0.02,0.7557440027478901
4,100000,12.0,100,1000,10.0,0.02,0.7444604940984237
5,100000,12.0,100,1000,10.0,0.02,0.748887142029417
6,100000,12.0,100,1000,10.0,0.02,0.7238231603288844
7,100000,12.0,100,1000,10.0,0.02,0.7266797813563469
8,100000,12.0,100,1000,10.0,0.02,0.7339786932849794
9,100000,12.0,100,1000,10.0,0.02,0.7530342544574945
10,100000,12.0,100,1000,10.0,0.02,0.7405002285589724
1,100000,8.0,100,1000,10.0,0.02,0.7530342696381841
2,100000,8.0,100,1000,10.0,0.02,0.7435683826964764
3,100000,8.0,100,1000,10.0,0.02,0.7486669165570107
4,100000,8.0,100,1000,10.0,0.02,0.7401286687272083
5,100000,8.0,100,1000,10.0,0.02,0.7376143032643141
6,100000,8.0,100,1000,10.0,0.02,0.7448301000578714
7,100000,8.0,100,1000,10.0,0.02,0.7350812947882762
8,100000,8.0,100,1000,10.0,0.02,0.7387878084541036
9,100000,8.0,100,1000,10.0,0.02,0.7355130808151475
10,100000,8.0,100,1000,10.0,0.02,0.7490467785724061
1,75000,16.0,100,1000,10.0,0.02,0.755975344118538
2,75000,16.0,100,1000,10.0,0.02,0.7670706504720877
3,75000,16.0,100,1000,10.0,0.02,0.7646285986404219
4,75000,16.0,100,1000,10.0,0.02,0.7642683654118451
5,75000,16.0,100,1000,10.0,0.02,0.759483486694842
6,75000,16.0,100,1000,10.0,0.02,0.7496486364846389
7,75000,16.0,100,1000,10.0,0.02,0.7793979844854019
8,75000,16.0,100,1000,10.0,0.02,0.7525237144013948
9,75000,16.0,100,1000,10.0,0.02,0.7630982571454389
10,75000,16.0,100,1000,10.0,0.02,0.7635703332815951
1,100000,16.0,100,1000,10.0,0.02,0.7489318025769952
2,100000,16.0,100,1000,10.0,0.02,0.735820819529568
3,100000,16.0,100,1000,10.0,0.02,0.7320426663789856
4,100000,16.0,100,1000,10.0,0.02,0.7497687319606424
5,100000,16.0,100,1000,10.0,0.02,0.7294010283535967
6,100000,16.0,100,1000,10.0,0.02,0.7433095898536427
7,100000,16.0,100,1000,10.0,0.02,0.733939234457761
8,100000,16.0,100,1000,10.0,0.02,0.7270636467839554
9,100000,16.0,100,1000,10.0,0.02,0.7491365851176429
10,100000,16.0,100,1000,10.0,0.02,0.7378089197679788
1,75000,20.0,100,1000,10.0,0.02,0.7803561817605328
2,75000,20.0,100,1000,10.0,0.02,0.775748950026577
3,75000,20.0,100,1000,10.0,0.02,0.7606077546814555
4,75000,20.0,100,1000,10.0,0.02,0.7705581063405418
5,75000,20.0,100,1000,10.0,0.02,0.7511396163462543
6,75000,20.0,100,1000,10.0,0.02,0.772833791190913
7,75000,20.0,100,1000,10.0,0.02,0.7514380201223401
8,75000,20.0,100,1000,10.0,0.02,0.7664865381237822
9,75000,20.0,100,1000,10.0,0.02,0.7801291499424609
10,75000,20.0,100,1000,10.0,0.02,0.7551250657760376
1,100000,20.0,100,1000,10.0,0.02,0.74316046719347
2,100000,20.0,100,1000,10.0,0.02,0.7572175828840988
3,100000,20.0,100,1000,10.0,0.02,0.7332415533697157
4,100000,20.0,100,1000,10.0,0.02,0.7308230569036395
5,100000,20.0,100,1000,10.0,0.02,0.7203496492615165
6,100000,20.0,100,1000,10.0,0.02,0.7537235330960127
7,100000,20.0,100,1000,10.0,0.02,0.7466575106816922
8,100000,20.0,100,1000,10.0,0.02,0.7071989113087638
9,100000,20.0,100,1000,10.0,0.02,0.7406669811503442
10,100000,20.0,100,1000,10.0,0.02,0.7549604650428047
