repeat_id,num_cells,lda2,num_measurements,gene_set_size,lda1,sparsity,best_score
7,1000,8.0,100,1000,8.0,0.02,0.8359188552874762
8,1000,8.0,100,1000,8.0,0.02,0.8067745013942484
9,1000,8.0,100,1000,8.0,0.02,0.8430501778500061
10,1000,8.0,100,1000,8.0,0.02,0.8865630952588407
1,20000,4.0,100,1000,8.0,0.02,0.7910193623565955
2,20000,4.0,100,1000,8.0,0.02,0.7907731535327888
3,20000,4.0,100,1000,8.0,0.02,0.7951832880218569
4,20000,4.0,100,1000,8.0,0.02,0.6797860880433267
5,20000,4.0,100,1000,8.0,0.02,0.7752650893120435
6,20000,4.0,100,1000,8.0,0.02,0.7965596210453312
7,20000,4.0,100,1000,8.0,0.02,0.7774726862929584
8,20000,4.0,100,1000,8.0,0.02,0.7836715589761238
9,20000,4.0,100,1000,8.0,0.02,0.7704611135491293
10,20000,4.0,100,1000,8.0,0.02,0.7754496383457407
1,10000,8.0,100,1000,8.0,0.02,0.7648342585620145
2,10000,8.0,100,1000,8.0,0.02,0.8396476194981412
3,10000,8.0,100,1000,8.0,0.02,0.8381523028101185
4,10000,8.0,100,1000,8.0,0.02,0.850004265012502
5,10000,8.0,100,1000,8.0,0.02,0.8292046572709185
6,10000,8.0,100,1000,8.0,0.02,0.8280482922759203
7,10000,8.0,100,1000,8.0,0.02,0.8249244666710026
8,10000,8.0,100,1000,8.0,0.02,0.8295220458583256
9,10000,8.0,100,1000,8.0,0.02,0.8455078223257766
10,10000,8.0,100,1000,8.0,0.02,0.8283925858768402
1,50000,0.8,100,1000,8.0,0.02,0.6072958039904859
2,50000,0.8,100,1000,8.0,0.02,0.6129541462457355
3,50000,0.8,100,1000,8.0,0.02,0.6027118139081027
4,50000,0.8,100,1000,8.0,0.02,0.6004360836309107
5,50000,0.8,100,1000,8.0,0.02,0.6002712264068572
6,50000,0.8,100,1000,8.0,0.02,0.6179976685905206
7,50000,0.8,100,1000,8.0,0.02,0.6256577248900641
8,50000,0.8,100,1000,8.0,0.02,0.6149300484834156
9,50000,0.8,100,1000,8.0,0.02,0.6192707137318957
10,50000,0.8,100,1000,8.0,0.02,0.6266644267012151
1,10000,4.0,100,1000,8.0,0.02,0.8143331902139235
2,10000,4.0,100,1000,8.0,0.02,0.749710782887482
3,10000,4.0,100,1000,8.0,0.02,0.7908435406190393
4,10000,4.0,100,1000,8.0,0.02,0.8169247637286305
5,10000,4.0,100,1000,8.0,0.02,0.8096473321436307
6,10000,4.0,100,1000,8.0,0.02,0.8177238555655791
7,10000,4.0,100,1000,8.0,0.02,0.812348177098965
8,10000,4.0,100,1000,8.0,0.02,0.8119646654434798
9,10000,4.0,100,1000,8.0,0.02,0.7410976319867071
10,10000,4.0,100,1000,8.0,0.02,0.8256849158297932
1,1000,12.0,100,1000,8.0,0.02,0.8938592508072674
2,1000,12.0,100,1000,8.0,0.02,0.8283611137205643
3,1000,12.0,100,1000,8.0,0.02,0.8380083316864374
4,1000,12.0,100,1000,8.0,0.02,0.7531913090175827
5,1000,12.0,100,1000,8.0,0.02,0.8827430883806604
6,1000,12.0,100,1000,8.0,0.02,0.7307763026059609
7,1000,12.0,100,1000,8.0,0.02,0.7459739797305708
8,1000,12.0,100,1000,8.0,0.02,0.8054338323735156
9,1000,12.0,100,1000,8.0,0.02,0.8361946249540857
10,1000,12.0,100,1000,8.0,0.02,0.8205270503255038
1,10000,12.0,100,1000,8.0,0.02,0.8385794238114612
2,10000,12.0,100,1000,8.0,0.02,0.8409058278404707
3,10000,12.0,100,1000,8.0,0.02,0.8597216195924051
4,10000,12.0,100,1000,8.0,0.02,0.8191838581611188
5,10000,12.0,100,1000,8.0,0.02,0.8321904938429565
6,10000,12.0,100,1000,8.0,0.02,0.8436565239489374
7,10000,12.0,100,1000,8.0,0.02,0.8336750240928076
8,10000,12.0,100,1000,8.0,0.02,0.8630608601315394
9,10000,12.0,100,1000,8.0,0.02,0.830572570255037
10,10000,12.0,100,1000,8.0,0.02,0.8514646655769452
1,20000,12.0,100,1000,8.0,0.02,0.8187264881446144
2,20000,12.0,100,1000,8.0,0.02,0.8368570176229656
3,20000,12.0,100,1000,8.0,0.02,0.8358567518804826
4,20000,12.0,100,1000,8.0,0.02,0.8412255375068644
5,20000,12.0,100,1000,8.0,0.02,0.8315581977579769
6,20000,12.0,100,1000,8.0,0.02,0.8230168430839766
7,20000,12.0,100,1000,8.0,0.02,0.8129990984889539
8,20000,12.0,100,1000,8.0,0.02,0.810610462215614
9,20000,12.0,100,1000,8.0,0.02,0.8232944785435105
10,20000,12.0,100,1000,8.0,0.02,0.8349998923637846
1,50000,2.0,100,1000,8.0,0.02,0.6667764036092391
2,50000,2.0,100,1000,8.0,0.02,0.6801882211432524
3,50000,2.0,100,1000,8.0,0.02,0.6250023282535618
4,50000,2.0,100,1000,8.0,0.02,0.6773953763312743
5,50000,2.0,100,1000,8.0,0.02,0.6895474701083493
6,50000,2.0,100,1000,8.0,0.02,0.6825932740100424
7,50000,2.0,100,1000,8.0,0.02,0.671372983835619
8,50000,2.0,100,1000,8.0,0.02,0.6718255170735418
9,50000,2.0,100,1000,8.0,0.02,0.6692648435775811
10,50000,2.0,100,1000,8.0,0.02,0.6792912534417144
1,50000,4.0,100,1000,8.0,0.02,0.7403834365892252
2,50000,4.0,100,1000,8.0,0.02,0.7285570192838113
3,50000,4.0,100,1000,8.0,0.02,0.7516111609067134
4,50000,4.0,100,1000,8.0,0.02,0.738098722319699
5,50000,4.0,100,1000,8.0,0.02,0.7463129739585007
6,50000,4.0,100,1000,8.0,0.02,0.7185862357777324
7,50000,4.0,100,1000,8.0,0.02,0.7266071835165377
8,50000,4.0,100,1000,8.0,0.02,0.7284015972407789
9,50000,4.0,100,1000,8.0,0.02,0.7344506483914274
10,50000,4.0,100,1000,8.0,0.02,0.7418504832540458
1,20000,8.0,100,1000,8.0,0.02,0.8251578471114795
2,20000,8.0,100,1000,8.0,0.02,0.8246402289229297
3,20000,8.0,100,1000,8.0,0.02,0.8070584508021857
4,20000,8.0,100,1000,8.0,0.02,0.8059877850832268
5,20000,8.0,100,1000,8.0,0.02,0.8241053836996157
6,20000,8.0,100,1000,8.0,0.02,0.8008378070499773
7,20000,8.0,100,1000,8.0,0.02,0.8201211025082349
8,20000,8.0,100,1000,8.0,0.02,0.8219983685916696
9,20000,8.0,100,1000,8.0,0.02,0.819053871339777
10,20000,8.0,100,1000,8.0,0.02,0.683258556611789
1,75000,0.8,100,1000,8.0,0.02,0.5896478147266712
2,75000,0.8,100,1000,8.0,0.02,0.5856234441672491
3,75000,0.8,100,1000,8.0,0.02,0.607147960834371
4,75000,0.8,100,1000,8.0,0.02,0.5817986436691847
5,75000,0.8,100,1000,8.0,0.02,0.5987061397262252
6,75000,0.8,100,1000,8.0,0.02,0.5922532031710797
7,75000,0.8,100,1000,8.0,0.02,0.5865894087815141
8,75000,0.8,100,1000,8.0,0.02,0.5856151617343361
9,75000,0.8,100,1000,8.0,0.02,0.595160594910931
10,75000,0.8,100,1000,8.0,0.02,0.5861852777500327
1,10000,20.0,100,1000,8.0,0.02,0.8310489274203489
2,10000,20.0,100,1000,8.0,0.02,0.8194164579287754
3,10000,20.0,100,1000,8.0,0.02,0.8656938795808679
4,10000,20.0,100,1000,8.0,0.02,0.8442357101778382
5,10000,20.0,100,1000,8.0,0.02,0.8252924659496652
6,10000,20.0,100,1000,8.0,0.02,0.8645723742458741
7,10000,20.0,100,1000,8.0,0.02,0.8382655776539145
8,10000,20.0,100,1000,8.0,0.02,0.8612493119815192
9,10000,20.0,100,1000,8.0,0.02,0.8629982773173864
10,10000,20.0,100,1000,8.0,0.02,0.8246866907462637
1,10000,16.0,100,1000,8.0,0.02,0.8358243207801817
2,10000,16.0,100,1000,8.0,0.02,0.8595297416224165
3,10000,16.0,100,1000,8.0,0.02,0.8645258152723311
4,10000,16.0,100,1000,8.0,0.02,0.8578061989226049
5,10000,16.0,100,1000,8.0,0.02,0.8518578374373346
6,10000,16.0,100,1000,8.0,0.02,0.8749062305461207
7,10000,16.0,100,1000,8.0,0.02,0.8644130075395016
8,10000,16.0,100,1000,8.0,0.02,0.8584418217857035
9,10000,16.0,100,1000,8.0,0.02,0.8524058575781909
10,10000,16.0,100,1000,8.0,0.02,0.8644061933615017
1,20000,16.0,100,1000,8.0,0.02,0.8376126020320378
2,20000,16.0,100,1000,8.0,0.02,0.8180008396107732
3,20000,16.0,100,1000,8.0,0.02,0.8051654989891999
4,20000,16.0,100,1000,8.0,0.02,0.8392512766018607
5,20000,16.0,100,1000,8.0,0.02,0.8488430059047988
6,20000,16.0,100,1000,8.0,0.02,0.8542967782530638
7,20000,16.0,100,1000,8.0,0.02,0.8250991403152383
8,20000,16.0,100,1000,8.0,0.02,0.834420440711853
9,20000,16.0,100,1000,8.0,0.02,0.8379179429004907
10,20000,16.0,100,1000,8.0,0.02,0.8476512755968332
1,75000,2.0,100,1000,8.0,0.02,0.6604705875517024
2,75000,2.0,100,1000,8.0,0.02,0.6649926662641378
3,75000,2.0,100,1000,8.0,0.02,0.6600332479147254
4,75000,2.0,100,1000,8.0,0.02,0.647927886011
5,75000,2.0,100,1000,8.0,0.02,0.6434941256201446
6,75000,2.0,100,1000,8.0,0.02,0.6563269410707488
7,75000,2.0,100,1000,8.0,0.02,0.6480157289178357
8,75000,2.0,100,1000,8.0,0.02,0.6348920519611204
9,75000,2.0,100,1000,8.0,0.02,0.6535699015280132
10,75000,2.0,100,1000,8.0,0.02,0.6563834166984907
1,100000,0.2,100,1000,8.0,0.02,0.5307326195320748
2,100000,0.2,100,1000,8.0,0.02,0.5408243776441136
3,100000,0.2,100,1000,8.0,0.02,0.5404562551801829
4,100000,0.2,100,1000,8.0,0.02,0.5128326724865948
5,100000,0.2,100,1000,8.0,0.02,0.5040145007879743
6,100000,0.2,100,1000,8.0,0.02,0.5362363883129895
7,100000,0.2,100,1000,8.0,0.02,0.5377449748201786
8,100000,0.2,100,1000,8.0,0.02,0.5282265783180164
9,100000,0.2,100,1000,8.0,0.02,0.5313653815352295
10,100000,0.2,100,1000,8.0,0.02,0.5333770684916835
1,50000,8.0,100,1000,8.0,0.02,0.7989638271909831
2,50000,8.0,100,1000,8.0,0.02,0.7792114397123013
3,50000,8.0,100,1000,8.0,0.02,0.7854616906518508
4,50000,8.0,100,1000,8.0,0.02,0.7841161665531485
5,50000,8.0,100,1000,8.0,0.02,0.7917363656680354
6,50000,8.0,100,1000,8.0,0.02,0.7962332931356777
7,50000,8.0,100,1000,8.0,0.02,0.7827007021240509
8,50000,8.0,100,1000,8.0,0.02,0.7902501232488749
9,50000,8.0,100,1000,8.0,0.02,0.7920243875703783
10,50000,8.0,100,1000,8.0,0.02,0.7952224344356708
1,100000,0.8,100,1000,8.0,0.02,0.582484570598617
2,100000,0.8,100,1000,8.0,0.02,0.5833931359743226
3,100000,0.8,100,1000,8.0,0.02,0.5872514525484039
4,100000,0.8,100,1000,8.0,0.02,0.576588029439975
5,100000,0.8,100,1000,8.0,0.02,0.57129986547922
6,100000,0.8,100,1000,8.0,0.02,0.5875495991459961
7,100000,0.8,100,1000,8.0,0.02,0.5781527405151775
8,100000,0.8,100,1000,8.0,0.02,0.5899948190759114
9,100000,0.8,100,1000,8.0,0.02,0.5805263724644357
10,100000,0.8,100,1000,8.0,0.02,0.5799942832006464
1,20000,20.0,100,1000,8.0,0.02,0.85975791791756
2,20000,20.0,100,1000,8.0,0.02,0.8593988221602248
3,20000,20.0,100,1000,8.0,0.02,0.8607172530703469
4,20000,20.0,100,1000,8.0,0.02,0.8680391828493582
5,20000,20.0,100,1000,8.0,0.02,0.8690227423161203
6,20000,20.0,100,1000,8.0,0.02,0.753382193286208
7,20000,20.0,100,1000,8.0,0.02,0.8471790197621185
8,20000,20.0,100,1000,8.0,0.02,0.8410071792565309
9,20000,20.0,100,1000,8.0,0.02,0.8718364212810183
10,20000,20.0,100,1000,8.0,0.02,0.8541271904185738
1,75000,4.0,100,1000,8.0,0.02,0.7049602900574108
2,75000,4.0,100,1000,8.0,0.02,0.7114700043657363
3,75000,4.0,100,1000,8.0,0.02,0.7046329518806893
4,75000,4.0,100,1000,8.0,0.02,0.6876872075859258
5,75000,4.0,100,1000,8.0,0.02,0.7069603355550982
6,75000,4.0,100,1000,8.0,0.02,0.7099055905249935
7,75000,4.0,100,1000,8.0,0.02,0.7130635148204493
8,75000,4.0,100,1000,8.0,0.02,0.7146545201402816
9,75000,4.0,100,1000,8.0,0.02,0.7043598708470565
10,75000,4.0,100,1000,8.0,0.02,0.7085210295501664
1,50000,16.0,100,1000,8.0,0.02,0.8090371012556026
2,50000,16.0,100,1000,8.0,0.02,0.8148501893874366
3,50000,16.0,100,1000,8.0,0.02,0.8141096124377568
4,50000,16.0,100,1000,8.0,0.02,0.8073769997214736
5,50000,16.0,100,1000,8.0,0.02,0.8183737423960006
6,50000,16.0,100,1000,8.0,0.02,0.8095148868084601
7,50000,16.0,100,1000,8.0,0.02,0.8157457419695588
8,50000,16.0,100,1000,8.0,0.02,0.805601373808209
9,50000,16.0,100,1000,8.0,0.02,0.8122383870205399
10,50000,16.0,100,1000,8.0,0.02,0.8061692056745561
1,50000,20.0,100,1000,8.0,0.02,0.8178857916573377
2,50000,20.0,100,1000,8.0,0.02,0.8301789797570537
3,50000,20.0,100,1000,8.0,0.02,0.8203810611928047
4,50000,20.0,100,1000,8.0,0.02,0.8123035066419206
5,50000,20.0,100,1000,8.0,0.02,0.8261952369887753
6,50000,20.0,100,1000,8.0,0.02,0.8250218840526311
7,50000,20.0,100,1000,8.0,0.02,0.8326605934396797
8,50000,20.0,100,1000,8.0,0.02,0.8109601136226443
9,50000,20.0,100,1000,8.0,0.02,0.8114868803711708
10,50000,20.0,100,1000,8.0,0.02,0.8259535516018326
1,100000,4.0,100,1000,8.0,0.02,0.6983404732446887
2,100000,4.0,100,1000,8.0,0.02,0.6777614568415326
3,100000,4.0,100,1000,8.0,0.02,0.6727245122632723
4,100000,4.0,100,1000,8.0,0.02,0.6816762315891998
5,100000,4.0,100,1000,8.0,0.02,0.6747645987751475
6,100000,4.0,100,1000,8.0,0.02,0.6762643444244714
7,100000,4.0,100,1000,8.0,0.02,0.7027750358619526
8,100000,4.0,100,1000,8.0,0.02,0.6862884249310235
9,100000,4.0,100,1000,8.0,0.02,0.681699572134128
10,100000,4.0,100,1000,8.0,0.02,0.6651985579697521
1,100000,20.0,100,1000,8.0,0.02,0.7942693465166283
2,100000,20.0,100,1000,8.0,0.02,0.7908105700540717
3,100000,20.0,100,1000,8.0,0.02,0.7845767687457911
4,100000,20.0,100,1000,8.0,0.02,0.7965293764437489
5,100000,20.0,100,1000,8.0,0.02,0.7993809748435003
6,100000,20.0,100,1000,8.0,0.02,0.797480350818468
7,100000,20.0,100,1000,8.0,0.02,0.783877220164945
8,100000,20.0,100,1000,8.0,0.02,0.8070820689138409
9,100000,20.0,100,1000,8.0,0.02,0.7935317619119575
10,100000,20.0,100,1000,8.0,0.02,0.7980489578026179
1,100000,16.0,100,1000,8.0,0.02,0.7873770806020691
2,100000,16.0,100,1000,8.0,0.02,0.7822913509353276
3,100000,16.0,100,1000,8.0,0.02,0.7870909439842501
4,100000,16.0,100,1000,8.0,0.02,0.7798518263061279
5,100000,16.0,100,1000,8.0,0.02,0.7797769694883879
6,100000,16.0,100,1000,8.0,0.02,0.7804688084975632
7,100000,16.0,100,1000,8.0,0.02,0.7813839112165821
8,100000,16.0,100,1000,8.0,0.02,0.7785859180444403
9,100000,16.0,100,1000,8.0,0.02,0.7888800666403619
10,100000,16.0,100,1000,8.0,0.02,0.7895505378250831
1,50000,12.0,100,1000,8.0,0.02,0.7877444789504141
2,50000,12.0,100,1000,8.0,0.02,0.7753925208480934
3,50000,12.0,100,1000,8.0,0.02,0.7963653239168444
4,50000,12.0,100,1000,8.0,0.02,0.7956186174766158
5,50000,12.0,100,1000,8.0,0.02,0.790923966635163
6,50000,12.0,100,1000,8.0,0.02,0.8045241293976213
7,50000,12.0,100,1000,8.0,0.02,0.7884783702138543
8,50000,12.0,100,1000,8.0,0.02,0.8027805590928075
9,50000,12.0,100,1000,8.0,0.02,0.8030570570351383
10,50000,12.0,100,1000,8.0,0.02,0.7911264387426681
1,100000,2.0,100,1000,8.0,0.02,0.6405943581283755
2,100000,2.0,100,1000,8.0,0.02,0.6385735923309794
3,100000,2.0,100,1000,8.0,0.02,0.6348767873393077
4,100000,2.0,100,1000,8.0,0.02,0.649174919008566
5,100000,2.0,100,1000,8.0,0.02,0.6342318338281034
6,100000,2.0,100,1000,8.0,0.02,0.6309174831641271
7,100000,2.0,100,1000,8.0,0.02,0.6324180444002638
8,100000,2.0,100,1000,8.0,0.02,0.637733289262771
9,100000,2.0,100,1000,8.0,0.02,0.6282403290608094
10,100000,2.0,100,1000,8.0,0.02,0.6322756728752944
1,75000,8.0,100,1000,8.0,0.02,0.7543287164356622
2,75000,8.0,100,1000,8.0,0.02,0.7468572717777346
3,75000,8.0,100,1000,8.0,0.02,0.7482779825741596
4,75000,8.0,100,1000,8.0,0.02,0.7554398976840608
5,75000,8.0,100,1000,8.0,0.02,0.7560624286808494
6,75000,8.0,100,1000,8.0,0.02,0.7373918624959815
7,75000,8.0,100,1000,8.0,0.02,0.7403973320742007
8,75000,8.0,100,1000,8.0,0.02,0.7392435927095659
9,75000,8.0,100,1000,8.0,0.02,0.7336470923806172
10,75000,8.0,100,1000,8.0,0.02,0.7432929307202617
1,75000,16.0,100,1000,8.0,0.02,0.7899121620958149
2,75000,16.0,100,1000,8.0,0.02,0.7883793007377107
3,75000,16.0,100,1000,8.0,0.02,0.7936920784293724
4,75000,16.0,100,1000,8.0,0.02,0.7799670350443276
5,75000,16.0,100,1000,8.0,0.02,0.7676706072955282
6,75000,16.0,100,1000,8.0,0.02,0.7792316953789522
7,75000,16.0,100,1000,8.0,0.02,0.8045922866470915
8,75000,16.0,100,1000,8.0,0.02,0.7916449489248643
9,75000,16.0,100,1000,8.0,0.02,0.7872177834366985
10,75000,16.0,100,1000,8.0,0.02,0.7960796909501472
1,100000,8.0,100,1000,8.0,0.02,0.7302720155782648
2,100000,8.0,100,1000,8.0,0.02,0.7317271232059293
3,100000,8.0,100,1000,8.0,0.02,0.7483144818599223
4,100000,8.0,100,1000,8.0,0.02,0.7283318954352386
5,100000,8.0,100,1000,8.0,0.02,0.7439742337484803
6,100000,8.0,100,1000,8.0,0.02,0.7443146567401168
7,100000,8.0,100,1000,8.0,0.02,0.7365562372255144
8,100000,8.0,100,1000,8.0,0.02,0.756082918200449
9,100000,8.0,100,1000,8.0,0.02,0.7376750314940927
10,100000,8.0,100,1000,8.0,0.02,0.744971829898095
1,75000,20.0,100,1000,8.0,0.02,0.8058250824834686
2,75000,20.0,100,1000,8.0,0.02,0.794944456463701
3,75000,20.0,100,1000,8.0,0.02,0.8031817019451195
4,75000,20.0,100,1000,8.0,0.02,0.7925243348532114
5,75000,20.0,100,1000,8.0,0.02,0.7940014107769746
6,75000,20.0,100,1000,8.0,0.02,0.8060384762017362
7,75000,20.0,100,1000,8.0,0.02,0.7807393418673455
8,75000,20.0,100,1000,8.0,0.02,0.7796056206679102
9,75000,20.0,100,1000,8.0,0.02,0.7892617688180348
10,75000,20.0,100,1000,8.0,0.02,0.7974015084586199
1,75000,12.0,100,1000,8.0,0.02,0.7795153661187884
2,75000,12.0,100,1000,8.0,0.02,0.7828959596660271
3,75000,12.0,100,1000,8.0,0.02,0.7897978580787038
4,75000,12.0,100,1000,8.0,0.02,0.7813906405287411
5,75000,12.0,100,1000,8.0,0.02,0.78299632262735
6,75000,12.0,100,1000,8.0,0.02,0.7822838107604188
7,75000,12.0,100,1000,8.0,0.02,0.777495135263478
8,75000,12.0,100,1000,8.0,0.02,0.7920297402329257
9,75000,12.0,100,1000,8.0,0.02,0.7894255400870852
10,75000,12.0,100,1000,8.0,0.02,0.7787981043595665
